time,sensor_id,val,factor
2020-01-14T04:00:00.000Z,10049,54.04347801,PM10
2020-01-14T04:00:00.000Z,10049,43.92512004,PM25
2020-01-14T04:00:00.000Z,10050,56.70531527,PM10
2020-01-14T04:00:00.000Z,10050,44.6666673,PM25
2020-01-14T04:00:00.000Z,9969,1.942028916,PM10
2020-01-14T04:00:00.000Z,9969,1.927536166,PM25
2020-01-14T04:30:00.000Z,10001,50.07246399,PM10
2020-01-14T04:30:00.000Z,10001,41.51690865,PM25
2020-01-14T04:30:00.000Z,10049,57.58985291,PM10
2020-01-14T04:30:00.000Z,10049,46.61594162,PM25
2020-01-14T04:30:00.000Z,10050,58.16304334,PM10
2020-01-14T04:30:00.000Z,10050,45.69444402,PM25
2020-01-14T04:30:00.000Z,9969,1.664251268,PM10
2020-01-14T04:30:00.000Z,9969,1.579710146,PM25
